N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
5596,3,2,101,28,Pashaco,Pashaco,2-101-28,73,17,4.625,652270,9506957,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5597,3,2,102,1,Pashaco,Pashaco,2-102-1,90,17,7.030,652347,9505960,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5598,3,2,102,2,Mari mari,Mari mari,2-102-2,85,12,4.426,652370,9505983,Aprovechable,10/17/2023,62,2-102-2,1,mari mari,0.71,0.70,14.80,5.777,Talado aprovechable,,,,,,,,Mari mari,,,,0.000,,,1
5599,3,2,102,3,Aguanillo,Aguanillo,2-102-3,66,13,2.891,652359,9505991,Aprovechable,,,,,,,,,0.000,,,,,,,,,Aguanillo,,,,0.000,,,1
5600,3,2,102,4,Cachimbo,Cachimbo,2-102-4,60,15,2.757,652319,9506061,Aprovechable,10/16/2023,60,2-102-4,1,cachimbo,0.60,0.43,20.00,4.166,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5601,3,2,102,5,Cachimbo,Cachimbo,2-102-5,90,16,6.616,652331,9506110,Aprovechable,10/17/2023,61,102-5,2,cachimbo,0.88,0.69,17.40,8.421,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5602,3,2,102,7,Chontaquiro,Chontaquiro,2-102-7,57,9,1.493,652372,9506387,Aprovechable,,,,,,,,,0.000,,,,,,,,,Chontaquiro,,,,0.000,,,1
5603,3,2,102,8,Palisangre,Palisangre,2-102-8,64,15,3.137,652369,9506432,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5604,3,2,102,9,Ana caspi,Ana caspi,2-102-9,70,9,2.251,652321,9506503,Aprovechable,10/11/2023,54,2-102-9,1,Ana caspi,0.64,0.59,11.60,3.446,Talado aprovechable,,,,,,,,Ana caspi,,,,0.000,,,1
5605,3,2,102,10,Aguanillo,Aguanillo,2-102-10,60,12,2.205,652358,9506518,Aprovechable,10/11/2023,54,2-102-10,1,aguanillo,0.64,0.36,19.15,3.760,Talado aprovechable,,,,,,,,Aguanillo,,,,0.000,,,1
5606,3,2,102,11,Cumala,Cumala,2-102-11,69,12,2.917,652378,9506664,Aprovechable,10/11/2023,54,2-102-11,1,cumala,0.62,0.58,17.42,4.925,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5607,3,2,102,12,Tangarana,Tangarana,2-102-12,80,15,4.901,652337,9506655,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5608,3,2,102,13,Almendro,Almendro,2-102-13,70,10,2.501,652332,9506715,Aprovechable,10/11/2023,53,2-102-13,1,almendro,0.68,0.60,11.60,3.732,Talado aprovechable,,,,,,,,Almendro,,,,0.000,,,1
5609,3,2,102,14,Panguana,Panguana,2-102-14,52,15,2.071,652351,9506951,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5610,3,2,102,15,Cachimbo,Cachimbo,2-102-15,81,13,4.354,652362,9506985,Aprovechable,10/23/2023,65,2-102-15,1,cachimbo,0.84,0.7,15.38,7.162,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5611,3,2,102,16,Casho,Casho,2-102-16,70,16,4.002,652380,9506477,Aprovechable,,,,,,,,,0.000,,,,,,,,,Casho,,,,0.000,,,1
5612,3,2,103,1,Yacushapana,Yacushapana,2-103-1,100,15,7.658,652410,9505944,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5613,3,2,103,2,Palisangre,Palisangre,2-103-2,68,13,3.069,652410,9505979,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5614,3,2,103,3,Machimango,Machimango,2-103-3,50,12,1.532,652399,9506015,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5615,3,2,103,4,Machimango,Machimango,2-103-4,50,12,1.532,652409,9506077,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5616,3,2,103,5,Huayruro,Huayruro,2-103-5,70,15,3.752,652397,9506108,Aprovechable,10/17/2023,61,103-5,2,huayruro,0.78,0.60,21.80,8.152,Talado aprovechable,,,,,,,,Huayruro,,,,0.000,,,1
5617,3,2,103,6,Pashaco,Pashaco,2-103-6,60,8,1.470,652402,9506424,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5618,3,2,103,7,Quina quina,Quina quina,2-103-7,90,12,4.962,652371,9506544,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
5619,3,2,103,8,Cumala,Cumala,2-103-8,70,14,3.502,652407,9506592,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5620,3,2,103,9,Cumala,Cumala,2-103-9,53,12,1.721,652420,9506578,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5621,3,2,103,10,Shihuahuaco,Shihuahuaco,2-103-10,70,12,3.002,652423,9506581,Aprovechable,,,,,,,,,0.000,,,,,,,,,Shihuahuaco,,,,0.000,,,1
5622,3,2,103,11,Palisangre,Palisangre,2-103-11,55,12,1.853,652397,9506650,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5623,3,2,103,12,Cumala,Cumala,2-103-12,60,14,2.573,652398,9506663,Aprovechable,10/11/2023,54,2-103-12,1,cumala,0.61,0.48,13.50,3.149,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5624,3,2,103,13,Cumala,Cumala,2-103-13,68,16,3.777,652409,9506686,Aprovechable,10/11/2023,54,2-103-13,1,cumala,0.59,0.44,21.90,4.562,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5625,3,2,103,14,Mari mari,Mari mari,2-103-14,68,14,3.305,652419,9506712,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
5626,3,2,103,15,Panguana,Panguana,2-103-15,70,14,3.502,652419,9506712,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5627,3,2,103,16,Cachimbo,Cachimbo,2-103-16,100,18,9.189,652430,9506821,Aprovechable,10/23/2023,65,2-103-16,2,cachimbo,1.2,1,8.2,7.793,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5628,3,2,103,17,Moena,Moena,2-103-17,60,12,2.205,652433,9506819,Aprovechable,10/18/2023,63,2-103-17,1,moena,,,,0.000,,Hueco parado,,,,,,,Moena,,,,0.000,,,1
5629,3,2,103,18,Panguana,Panguana,2-103-18,60,14,2.573,652397,9506859,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5630,3,2,103,19,Moena,Moena,2-103-19,50,12,1.532,652396,9506863,Semillero,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5631,3,2,103,21,Cumala,Cumala,2-103-21,57,12,1.990,652409,9506927,Aprovechable,10/23/2023,65,2-103-21,1,cumala,0.68,0.45,11.25,2.821,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5632,3,2,103,22,Cachimbo,Cachimbo,2-103-22,70,12,3.002,652413,9506991,Aprovechable,10/23/2023,65,1-103-22,1,cachimbo,0.7,0.53,8.7,2.584,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5633,3,2,103,23,Moena,Moena,2-103-23,68,12,2.833,652414,9506991,Aprovechable,10/23/2023,65,2-103-23,1,moena,0.73,0.63,15.1,5.484,Talado aprovechable,,,,,,,,Moena,,,,0.000,,,1
5634,3,2,103,24,Mashonaste,Mashonaste,2-103-24,60,12,2.205,652410,9506993,Aprovechable,10/23/2023,65,2-103-24,1,mashonaste,0.6,0.45,16,3.464,Talado aprovechable,,,,,,,,Mashonaste,,,,0.000,,,1
5635,3,2,103,25,Palisangre,Palisangre,2-103-25,65,14,3.020,652414,9506862,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5636,3,2,103,26,Yacushapana,Yacushapana,2-103-26,70,16,4.002,652394,9506762,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5637,3,2,103,27,Panguana,Panguana,2-103-27,60,16,2.941,652410,9506495,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5638,3,2,104,1,Cumaceba,Cumaceba,2-104-1,64,14,2.927,652459,9505973,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
5639,3,2,104,2,Machimango,Machimango,2-104-2,50,17,2.170,652441,9506043,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5640,3,2,104,3,Machimango,Machimango,2-104-3,66,18,4.003,652426,9506044,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5641,3,2,104,4,Cachimbo,Cachimbo,2-104-4,87,21,8.115,652450,9506102,Aprovechable,10/17/2023,62,2-104-4,1,cachimbo,0.86,0.62,16.60,7.139,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5642,3,2,104,5,Caimitillo,Caimitillo,2-104-5,55,15,2.316,652453,9506102,Aprovechable,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
5643,3,2,104,7,Machimango,Machimango,2-104-7,57,16,2.654,652455,9506167,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5644,3,2,104,8,Moena,Moena,2-104-8,58,17,2.920,652417,9506202,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5645,3,2,104,9,Ana caspi,Ana caspi,2-104-9,78,19,5.901,652444,9506380,Aprovechable,10/14/2023,57,2-104-9,1,Ana caspi,0.87,0.64,17.12,7.665,Talado aprovechable,,,,,,,,Ana caspi,,,,0.000,,,1
5646,3,2,104,10,Panguana,Panguana,2-104-10,61,18,3.419,652437,9506402,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5647,3,2,104,11,Machimango,Machimango,2-104-11,48,15,1.764,652432,9506410,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5648,3,2,104,12,Panguana,Panguana,2-104-12,52,18,2.485,652427,9506430,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5649,3,2,104,13,Pashaco,Pashaco,2-104-13,75,13,3.733,652438,9506465,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5650,3,2,104,14,Cachimbo,Cachimbo,2-104-14,71,19,4.890,652426,9506493,Aprovechable,10/14/2023,57,2-104-14,1,cachimbo,0.82,0.54,17.55,6.374,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5651,3,2,104,15,Machimango,Machimango,2-104-15,52,17,2.347,652432,9506508,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5652,3,2,104,16,Pashaco,Pashaco,2-104-16,81,18,6.029,652430,9506510,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5653,3,2,104,17,Huayruro,Huayruro,2-104-17,77,16,4.843,652446,9506648,Aprovechable,10/11/2023,53,2-104-17,1,huayruro,0.82,0.72,17.80,8.289,Talado aprovechable,,,,,,,,Huayruro,,,,0.000,,,1
5654,3,2,104,18,Yacushapana,Yacushapana,2-104-18,54,13,1.935,652437,9506651,Semillero,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5655,3,2,104,19,Cachimbo,Cachimbo,2-104-19,84,17,6.124,652457,9506662,Aprovechable,10/11/2023,53,2-104-19,1,cachimbo,0.87,0.80,11.86,6.495,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5656,3,2,104,20,Cumala,Cumala,2-104-20,48,15,1.764,652431,9506725,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5657,3,2,104,21,Cumaceba,Cumaceba,2-104-21,68,12,2.833,652428,9506780,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
5658,3,2,104,22,Palisangre,Palisangre,2-104-22,46,14,1.512,652444,9506802,Semillero,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5659,3,2,104,23,Yacushapana,Yacushapana,2-104-23,76,18,5.308,652445,9506893,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5660,3,2,104,24,Añuje rumo,Añuje rumo,2-104-24,54,13,1.935,652442,9506931,Semillero,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5661,3,2,104,25,Tangarana,Tangarana,2-104-25,54,15,2.233,652442,9506941,Semillero,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5662,3,2,104,26,Cumala,Cumala,2-104-26,60,15,2.757,652442,9506922,Aprovechable,10/23/2023,65,2-104-26,1,cumala,,,,0.000,,Talado Podrido,,,,,,,Cumala,,,,0.000,,,1
5663,3,2,104,27,Mari mari,Mari mari,2-104-27,72,14,3.705,652424,9506406,Aprovechable,10/14/2023,57,2-104-27,2,mari mari,0.87,0.64,11.50,5.149,,una troza podrida,,,,,,,Mari mari,,,,0.000,,,1
5664,3,2,104,28,Almendro,Almendro,2-104-28,70,15,3.752,652417,9506374,Aprovechable,10/14/2023,57,2-104-28,1,almendro,0.69,0.57,14.10,4.395,Talado aprovechable,,,,,,,,Almendro,,,,0.000,,,1
5665,3,2,104,29,Pashaco,Pashaco,2-104-29,65,13,2.804,652440,9506002,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5666,3,2,105,1,Tangarana,Tangarana,2-105-1,55,15,2.316,652492,9506933,Semillero,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5667,3,2,105,2,Cumala,Cumala,2-105-2,62,17,3.336,652461,9506914,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5668,3,2,105,3,Shihuahuaco,Shihuahuaco,2-105-3,54,14,2.084,652470,9506906,Semillero,,,,,,,,,0.000,,,,,,,,,Shihuahuaco,,,,0.000,,,1
5669,3,2,105,4,Tangarana,Tangarana,2-105-4,68,11,2.597,652504,9506912,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5670,3,2,105,5,Panguana,Panguana,2-105-5,52,13,1.795,652517,9506861,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5671,3,2,105,6,Cachimbo,Cachimbo,2-105-6,106,15,8.604,652535,9506869,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5672,3,2,105,7,Marupa,Marupa,2-105-7,54,18,2.680,652485,9506846,Aprovechable,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
5673,3,2,105,8,Huayruro,Huayruro,2-105-8,52,8,1.104,652476,9506834,Semillero,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
5674,3,2,105,9,Pashaco,Pashaco,2-105-9,59,9,1.599,652465,9506836,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5675,3,2,105,11,Cumala,Cumala,2-105-11,62,15,2.944,652514,9506787,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5676,3,2,105,12,Cumala,Cumala,2-105-12,65,16,3.451,652494,9506736,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5677,3,2,105,13,Caimitillo,Caimitillo,2-105-13,52,8,1.104,652462,9506738,Aprovechable,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
5678,3,2,105,14,Machimango,Machimango,2-105-14,49,15,1.839,652513,9506669,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5679,3,2,105,15,Huayruro,Huayruro,2-105-15,57,8,1.327,652502,9506621,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
5680,3,2,105,16,Tangarana,Tangarana,2-105-16,53,12,1.721,652510,9506612,Semillero,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5681,3,2,105,17,Añuje rumo,Añuje rumo,2-105-17,64,11,2.300,652508,9506608,Aprovechable,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5682,3,2,105,19,Pashaco,Pashaco,2-105-19,70,12,3.002,652457,9506584,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5683,3,2,105,20,Cachimbo,Cachimbo,2-105-20,61,16,3.039,652488,9506569,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5684,3,2,105,21,Tangarana,Tangarana,2-105-21,56,14,2.241,652486,9506522,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5685,3,2,105,22,Moena,Moena,2-105-22,71,15,3.860,652468,9506507,Aprovechable,10/14/2023,57,2-105-22,1,moena,0.72,0.56,18.60,5.984,Talado aprovechable,,,,,,,,Moena,,,,0.000,,,1
5686,3,2,105,23,Machimango,Machimango,2-105-23,61,13,2.469,652474,9506496,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5687,3,2,105,24,Loro caspi,Loro caspi,2-105-24,59,17,3.021,652498,9506480,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5688,3,2,105,26,Machimango,Machimango,2-105-26,58,14,2.404,652507,9506463,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5689,3,2,105,27,Cachimbo,Cachimbo,2-105-27,66,14,3.113,652522,9506412,Aprovechable,10/14/2023,58,2-105-27,1,cachimbo,0.60,0.51,17.60,4.258,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5690,3,2,105,28,Machimango,Machimango,2-105-28,46,15,1.620,652513,9506405,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5691,3,2,105,29,Moena,Moena,2-105-29,47,14,1.579,652515,9506393,Semillero,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5692,3,2,105,30,Remo caspi,Remo caspi,2-105-30,45,15,1.551,652481,9506374,Semillero,,,,,,,,,0.000,,,,,,,,,Remo caspi,,,,0.000,,,1
5693,3,2,105,32,Yacushapana,Yacushapana,2-105-32,101,9,4.687,652501,9506284,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5694,3,2,105,33,Quina quina,Quina quina,2-105-33,85,10,3.688,652484,9506261,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
5695,3,2,105,34,Cachimbo,Cachimbo,2-105-34,48,16,1.882,652524,9506210,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5696,3,2,105,35,Machimango,Machimango,2-105-35,47,13,1.466,652514,9506159,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5697,3,2,105,36,Cumala,Cumala,2-105-36,53,15,2.151,652506,9506130,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5698,3,2,105,38,Loro caspi,Loro caspi,2-105-38,59,16,2.843,652451,9506036,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5699,3,2,105,39,Huayruro,Huayruro,2-105-39,56,15,2.401,652488,9506005,Semillero,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
5700,3,2,105,40,Marupa,Marupa,2-105-40,60,14,2.573,652523,9506007,Aprovechable,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
5701,3,2,105,41,Huayruro,Huayruro,2-105-41,70,15,3.752,652476,9505959,Aprovechable,10/17/2023,61,105-41,2,huayruro,0.72,0.58,22.26,7.387,Talado aprovechable,,,,,,,,Huayruro,,,,0.000,,,1
5702,3,2,105,42,Cumala,Cumala,2-105-42,82,15,5.149,652475,9505957,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5703,3,2,105,43,Machimango,Machimango,2-105-43,70,15,3.752,652467,9506154,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5704,3,2,106,1,Panguana,Panguana,2-106-1,59,16,2.843,652574,9505978,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5705,3,2,106,2,Cumala,Cumala,2-106-2,72,16,4.234,652550,9506085,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5706,3,2,106,3,Machimango,Machimango,2-106-3,47,15,1.692,652545,9506108,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5707,3,2,106,4,Pashaco,Pashaco,2-106-4,89,13,5.257,652542,9506132,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5708,3,2,106,6,Tangarana,Tangarana,2-106-6,52,13,1.795,652574,9506173,Semillero,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5709,3,2,106,7,Cumala,Cumala,2-106-7,47,16,1.804,652568,9506205,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5710,3,2,106,8,Loro caspi,Loro caspi,2-106-8,48,17,2.000,652571,9506216,Semillero,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5711,3,2,106,9,Remo caspi,Remo caspi,2-106-9,53,15,2.151,652568,9506241,Aprovechable,,,,,,,,,0.000,,,,,,,,,Remo caspi,,,,0.000,,,1
5712,3,2,106,10,Machimango,Machimango,2-106-10,76,15,4.423,652544,9506409,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5713,3,2,106,11,Cachimbo,Cachimbo,2-106-11,88,17,6.721,652575,9506418,Aprovechable,10/14/2023,58,2-106-11,1,cachimbo,0.90,0.52,19.30,7.641,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5714,3,2,106,12,Pashaco,Pashaco,2-106-12,78,14,4.348,652581,9506455,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5715,3,2,106,13,Tornillo,Tornillo,2-106-13,65,16,3.451,652575,9506479,Semillero,,,,,,,,,0.000,,,,,,,,,Tornillo,,,,0.000,,,1
5716,3,2,106,14,Loro caspi,Loro caspi,2-106-14,66,15,3.336,652559,9506471,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5717,3,2,106,15,Cumala,Cumala,2-106-15,54,13,1.935,652561,9506594,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5718,3,2,106,16,Cachimbo,Cachimbo,2-106-16,52,14,1.933,652564,9506600,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5719,3,2,106,17,Cumala,Cumala,2-106-17,54,16,2.382,652539,9506653,Aprovechable,10/17/2023,62,2-106-17,1,cumala,0.46,0.30,11.20,1.270,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5720,3,2,106,18,Marupa,Marupa,2-106-18,67,14,3.208,652551,9506751,Aprovechable,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
5721,3,2,106,19,Tornillo,Tornillo,2-106-19,89,17,6.874,652574,9506791,Aprovechable,10/18/2023,63,2-106-19,2,tornillo,0.94,0.60,20.30,9.453,Talado aprovechable,,,,,,,,Tornillo,,,,0.000,,,1
5722,3,2,106,20,Pashaco,Pashaco,2-106-20,56,16,2.562,652538,9506835,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5723,3,2,106,21,Panguana,Panguana,2-106-21,64,15,3.137,652570,9506873,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5724,3,2,106,22,Cumala,Cumala,2-106-22,60,16,2.941,652550,9506890,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5725,3,2,106,23,Panguana,Panguana,2-106-23,61,15,2.849,652531,9506932,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5726,3,2,106,24,Huayruro,Huayruro,2-106-24,61,14,2.659,652543,9506963,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
5727,3,2,106,25,Machimango,Machimango,2-106-25,66,15,3.336,652546,9506996,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5728,3,2,106,26,Remo caspi,Remo caspi,2-106-26,70,15,3.752,652540,9506271,Aprovechable,,,,,,,,,0.000,,,,,,,,,Remo caspi,,,,0.000,,,1
5729,3,2,106,27,Casho,Casho,2-106-27,115,16,10.802,652522,9506428,Aprovechable,,,,,,,,,0.000,,,,,,,,,Casho,,,,0.000,,,1
5730,3,2,107,1,Mari mari,Mari mari,2-107-1,96,18,8.469,652571,9506748,Aprovechable,10/18/2023,63,2-107-1,1,mari mari,0.90,0.76,15.20,8.224,Talado aprovechable,,,,,,,,Mari mari,,,,0.000,,,1
5731,3,2,107,2,Tangarana,Tangarana,2-107-2,67,13,2.979,652576,9506705,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5732,3,2,107,3,Cumala,Cumala,2-107-3,62,12,2.355,652566,9506653,Aprovechable,10/17/2023,62,2-107-3,1,cumala,0.63,0.46,16.94,3.952,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5733,3,2,107,4,Machimango,Machimango,2-107-4,60,13,2.389,652565,9506641,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5734,3,2,107,5,Cachimbo,Cachimbo,2-107-5,100,15,7.658,652625,9506600,Aprovechable,10/11/2023,54,2-107-5,1,cachimbo,0.81,0.70,16.15,7.230,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5735,3,2,107,6,Pashaco,Pashaco,2-107-6,74,13,3.634,652600,9506562,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5736,3,2,107,7,Cumala,Cumala,2-107-7,92,16,6.914,652592,9506409,Aprovechable,10/14/2023,58,2-107-7,1,cumala,0.80,6.00,16.60,150.715,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5737,3,2,107,8,Cachimbo,Cachimbo,2-107-8,89,15,6.066,652597,9506385,Aprovechable,10/14/2023,58,2-107-8,1,cachimbo,0.70,0.52,16.00,4.676,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5738,3,2,107,9,Añuje rumo,Añuje rumo,2-107-9,70,11,2.752,652602,9506317,Aprovechable,10/14/2023,58,2-107-9,1,Añuje rumo,0.64,0.50,16.20,4.134,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
