N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
5739,3,2,107,10,Panguana,Panguana,2-107-10,72,14,3.705,652605,9506258,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5740,3,2,107,11,Machimango,Machimango,2-107-11,68,11,2.597,652595,9506189,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5741,3,2,107,12,Palisangre,Palisangre,2-107-12,70,11,2.752,652623,9506055,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5742,3,2,107,13,Huayruro,Huayruro,2-107-13,83,15,5.275,652592,9506888,Aprovechable,10/18/2023,63,2-107-13,1,huayruro,0.76,0.70,15.00,6.278,Talado aprovechable,cachimbo,,,,,,,Huayruro,,,,0.000,,,1
5743,3,2,108,1,Machimango,Machimango,2-108-1,50,12,1.532,652669,9506973,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5744,3,2,108,2,Loro caspi,Loro caspi,2-108-2,60,12,2.205,652667,9506965,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5745,3,2,108,3,Pashaco,Pashaco,2-108-3,98,15,7.354,652656,9506927,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5746,3,2,108,4,Panguana,Panguana,2-108-4,65,14,3.020,652665,9506919,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5747,3,2,108,5,Cumala,Cumala,2-108-5,60,12,2.205,652678,9506786,Aprovechable,10/18/2023,63,2-108-5,1,cumala,0.63,0.37,20.20,3.966,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5748,3,2,108,6,Mari mari,Mari mari,2-108-6,53,12,1.721,652664,9506766,Semillero,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
5749,3,2,108,7,Pashaco,Pashaco,2-108-7,68,14,3.305,652646,9506750,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5750,3,2,108,8,Machimango,Machimango,2-108-8,50,12,1.532,652679,9506708,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5751,3,2,108,9,Moena,Moena,2-108-9,60,14,2.573,652624,9506700,Aprovechable,10/18/2023,63,2-108-9,1,moena,,,,0.000,,hueco parado,,,,,,,Moena,,,,0.000,,,1
5752,3,2,108,10,Machimango,Machimango,2-108-10,70,12,3.002,652656,9506669,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5753,3,2,108,11,Palisangre,Palisangre,2-108-11,54,12,1.786,652670,9506618,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5754,3,2,108,12,Palisangre,Palisangre,2-108-12,60,13,2.389,652654,9506383,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5755,3,2,108,13,Panguana,Panguana,2-108-13,63,14,2.837,652638,9506366,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5756,3,2,108,14,Loro caspi,Loro caspi,2-108-14,60,14,2.573,652649,9506302,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5757,3,2,108,15,Pashaco,Pashaco,2-108-15,65,10,2.157,652653,9506311,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5758,3,2,108,16,Panguana,Panguana,2-108-16,70,12,3.002,652631,9506200,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5759,3,2,108,17,Panguana,Panguana,2-108-17,70,14,3.502,652634,9506021,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5760,3,2,108,18,Panguana,Panguana,2-108-18,62,15,2.944,652661,9505967,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5761,3,2,108,19,Panguana,Panguana,2-108-19,70,14,3.502,652680,9505951,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5762,3,2,108,20,Panguana,Panguana,2-108-20,70,14,3.502,652683,9505935,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5763,3,2,108,21,Pashaco,Pashaco,2-108-21,64,14,2.927,652633,9506577,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5764,3,2,108,22,Naranjo podrido,Naranjo podrido,2-108-22,70,15,3.752,652662,9506556,Aprovechable,,,,,,,,,0.000,,,,,,,,,Naranjo podrido,,,,0.000,,,1
5765,3,2,108,23,Machimango,Machimango,2-108-23,60,13,2.389,652668,9505943,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5766,3,2,109,1,Huayruro,Huayruro,2-109-1,61,15,2.849,652733,9506978,Aprovechable,,,,,,,,,0.000,,,,,,,,,Huayruro,,,,0.000,,,1
5767,3,2,109,2,Cumaceba,Cumaceba,2-109-2,90,14,5.789,652716,9506976,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
5768,3,2,109,3,Panguana,Panguana,2-109-3,69,16,3.889,652718,9506971,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5769,3,2,109,4,Cumala,Cumala,2-109-4,48,17,2.000,652715,9506974,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5770,3,2,109,5,Palisangre,Palisangre,2-109-5,51,13,1.726,652676,9506938,Semillero,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5771,3,2,109,6,Almendro,Almendro,2-109-6,61,11,2.090,652706,9506726,Aprovechable,10/17/2023,62,2-109-6,1,almendro,0.67,0.50,9.00,2.419,Talado aprovechable,,,,,,,,Almendro,,,,0.000,,,1
5772,3,2,109,7,Caimitillo,Caimitillo,2-109-7,48,16,1.882,652662,9506638,Semillero,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
5773,3,2,109,8,Machimango,Machimango,2-109-8,57,18,2.986,652712,9506638,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5774,3,2,109,9,Panguana,Panguana,2-109-9,48,16,1.882,652690,9506493,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5775,3,2,109,10,Palisangre,Palisangre,2-109-10,65,15,3.235,652695,9506447,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5776,3,2,109,11,Machimango,Machimango,2-109-11,45,16,1.654,652685,9506442,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5777,3,2,109,12,Tangarana,Tangarana,2-109-12,56,15,2.401,652711,9506429,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5778,3,2,109,14,Pashaco,Pashaco,2-109-14,65,16,3.451,652729,9506404,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5779,3,2,109,15,Panguana,Panguana,2-109-15,52,17,2.347,652707,9506397,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5780,3,2,109,16,Mashonaste,Mashonaste,2-109-16,67,16,3.667,652708,9506346,Aprovechable,10/17/2023,62,2-109-16,1,mashonaste,0.85,0.65,13.60,6.008,Talado aprovechable,,,,,,,,Mashonaste,,,,0.000,,,1
5781,3,2,109,17,Huayruro,Huayruro,2-109-17,64,18,3.764,652710,9506081,Aprovechable,10/17/2023,61,109-17,1,huayruro,0.60,0.52,18.50,4.557,Talado aprovechable,,,,,,,,Huayruro,,,,0.000,,,1
5782,3,2,109,18,Cumaceba,Cumaceba,2-109-18,108,16,9.527,652660,9505984,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumaceba,,,,0.000,,,1
5783,3,2,109,19,Panguana,Panguana,2-109-19,51,18,2.390,652704,9505967,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5784,3,2,109,20,Pashaco,Pashaco,2-109-20,73,15,4.081,652700,9506751,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5785,3,2,109,21,Cachimbo,Cachimbo,2-109-21,80,16,5.228,652685,9506529,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5786,3,2,109,22,Naranjo podrido,Naranjo podrido,2-109-22,70,16,4.002,652683,9506494,Aprovechable,,,,,,,,,0.000,,,,,,,,,Naranjo podrido,,,,0.000,,,1
5787,3,2,109,23,Chontaquiro,Chontaquiro,2-109-23,60,14,2.573,652704,9506403,Aprovechable,,,,,,,,,0.000,,,,,,,,,Chontaquiro,,,,0.000,,,1
5788,3,2,109,24,Machimango,Machimango,2-109-24,70,15,3.752,652711,9506154,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5789,3,2,109,25,Naranjo podrido,Naranjo podrido,2-109-25,66,14,3.113,652732,9506126,Aprovechable,,,,,,,,,0.000,,,,,,,,,Naranjo podrido,,,,0.000,,,1
5790,3,2,110,1,Requia,Requia,2-110-1,70,10,2.501,652754,9505953,Aprovechable,,,,,,,,,0.000,,,,,,,,,Requia,,,,0.000,,,1
5791,3,2,110,2,Cumala,Cumala,2-110-2,71,12,3.088,652728,9505991,Aprovechable,10/17/2023,61,110-2,1,cumala,0.60,0.40,16.60,3.259,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5792,3,2,110,3,Huayruro,Huayruro,2-110-3,63,10,2.026,652719,9506028,Aprovechable,10/17/2023,61,110-3,1,huayruro,0.59,0.48,14.60,3.282,Talado aprovechable,,,,,,,,Huayruro,,,,0.000,,,1
5793,3,2,110,4,Añuje rumo,Añuje rumo,2-110-4,78,11,3.417,652717,9506038,Aprovechable,10/17/2023,61,110-4,1,Añuje rumo,,,,0.000,Talado NO Aprovechable,Hueco talado,,,,,,,Añuje rumo,,,,0.000,,,1
5794,3,2,110,5,Panguana,Panguana,2-110-5,72,14,3.705,652754,9506049,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5795,3,2,110,6,Chontaquiro,Chontaquiro,2-110-6,52,14,1.933,652734,9506147,Aprovechable,,,,,,,,,0.000,,,,,,,,,Chontaquiro,,,,0.000,,,1
5796,3,2,110,7,Panguana,Panguana,2-110-7,50,12,1.532,652736,9506149,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5797,3,2,110,8,Añuje rumo,Añuje rumo,2-110-8,67,14,3.208,652734,9506159,Aprovechable,10/17/2023,62,2-110-8,1,Añuje rumo,0.71,0.60,17.40,5.863,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
5798,3,2,110,9,Pashaco,Pashaco,2-110-9,84,8,2.882,652726,9506216,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5799,3,2,110,10,Cachimbo,Cachimbo,2-110-10,74,12,3.355,652781,9506508,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5800,3,2,110,11,Cachimbo,Cachimbo,2-110-11,54,14,2.084,652735,9506613,Semillero,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5801,3,2,110,12,Cachimbo,Cachimbo,2-110-12,66,12,2.669,652737,9506660,Aprovechable,10/17/2023,61,110-12,1,cachimbo,0.60,0.78,16.00,5.983,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5802,3,2,110,13,Pashaco,Pashaco,2-110-13,80,10,3.267,652733,9506662,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5803,3,2,110,14,Añuje rumo,Añuje rumo,2-110-14,58,12,2.061,652730,9506667,Aprovechable,10/17/2023,61,110-14,1,Añuje rumo,0.64,0.48,12.50,3.079,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
5804,3,2,110,15,Añuje rumo,Añuje rumo,2-110-15,51,10,1.328,652734,9506709,Semillero,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5805,3,2,110,16,Añuje rumo,Añuje rumo,2-110-16,52,10,1.380,652745,9506761,Semillero,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5806,3,2,110,17,Panguana,Panguana,2-110-17,98,15,7.354,652743,9506784,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5807,3,2,110,18,Almendro,Almendro,2-110-18,70,12,3.002,652728,9506783,Aprovechable,10/18/2023,63,2-110-18,1,almendro,0.71,0.61,13.60,4.653,Talado aprovechable,,,,,,,,Almendro,,,,0.000,,,1
5808,3,2,110,19,Pashaco,Pashaco,2-110-19,78,14,4.348,652723,9506810,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5809,3,2,110,20,Cumala,Cumala,2-110-20,61,13,2.469,652720,9506810,Aprovechable,10/18/2023,63,2-110-20,1,cumala,0.60,0.50,12.20,2.899,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5810,3,2,110,21,Panguana,Panguana,2-110-21,70,11,2.752,652736,9506940,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5811,3,2,110,25,Palisangre,Palisangre,2-110-25,70,16,4.002,652736,9506071,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5812,3,2,110,26,Cachimbo,Cachimbo,2-110-26,65,16,3.451,652742,9506338,Aprovechable,10/17/2023,62,2-110-26,1,cachimbo,0.60,0.42,15.60,3.187,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5813,3,2,111,1,Moena,Moena,2-111-1,65,12,2.588,652793,9505937,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5814,3,2,111,2,Machimango,Machimango,2-111-2,60,14,2.573,652823,9505997,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5815,3,2,111,3,Cumala,Cumala,2-111-3,80,16,5.228,652822,9506036,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5816,3,2,111,4,Pashaco,Pashaco,2-111-4,65,12,2.588,652782,9506057,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5817,3,2,111,5,Tangarana,Tangarana,2-111-5,67,14,3.208,652780,9506059,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5818,3,2,111,6,Pashaco,Pashaco,2-111-6,70,14,3.502,652815,9506088,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5819,3,2,111,7,Machimango,Machimango,2-111-7,80,14,4.574,652780,9506134,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5820,3,2,111,8,Machimango,Machimango,2-111-8,68,14,3.305,652777,9506141,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5821,3,2,111,9,Machimango,Machimango,2-111-9,60,15,2.757,652805,9506420,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5822,3,2,111,10,Pashaco,Pashaco,2-111-10,80,16,5.228,652798,9506423,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5823,3,2,111,11,Pashaco,Pashaco,2-111-11,88,14,5.535,652785,9506451,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5824,3,2,111,12,Cachimbo,Cachimbo,2-111-12,70,12,3.002,652818,9506535,Aprovechable,10/17/2023,61,111-12,1,cachimbo,0.61,0.56,19.00,5.107,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5825,3,2,111,13,Panguana,Panguana,2-111-13,60,15,2.757,652814,9506541,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5826,3,2,111,14,Machimango,Machimango,2-111-14,65,14,3.020,652770,9506564,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5827,3,2,111,15,Yacushapana,Yacushapana,2-111-15,75,12,3.446,652800,9506591,Aprovechable,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5828,3,2,111,16,Cachimbo,Cachimbo,2-111-16,60,14,2.573,652793,9506617,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5829,3,2,111,17,Tornillo,Tornillo,2-111-17,70,14,3.502,652784,9506711,Aprovechable,10/18/2023,63,2-111-17,1,tornillo,0.80,0.61,19.00,7.417,Talado aprovechable,,,,,,,,Tornillo,,,,0.000,,,1
5830,3,2,111,18,Casho,Casho,2-111-18,98,16,7.845,652817,9505968,Aprovechable,,,,,,,,,0.000,,,,,,,,,Casho,,,,0.000,,,1
5831,3,2,111,19,Pashaco,Pashaco,2-111-19,73,15,4.081,652818,9506250,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5832,3,2,112,1,Pashaco,Pashaco,2-112-1,77,14,4.238,652841,9505926,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5833,3,2,112,2,Machimango,Machimango,2-112-2,58,15,2.576,652841,9505926,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5834,3,2,112,3,Yacushapana,Yacushapana,2-112-3,53,16,2.294,652833,9505989,Semillero,,,,,,,,,0.000,,,,,,,,,Yacushapana,,,,0.000,,,1
5835,3,2,112,4,Machimango,Machimango,2-112-4,59,16,2.843,652840,9505999,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5836,3,2,112,5,Loro caspi,Loro caspi,2-112-5,49,17,2.084,652855,9505998,Semillero,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5837,3,2,112,6,Machimango,Machimango,2-112-6,63,18,3.647,652859,9506040,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5838,3,2,112,7,Panguana,Panguana,2-112-7,50,17,2.170,652861,9506121,Semillero,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5839,3,2,112,8,Machimango,Machimango,2-112-8,47,18,2.030,652860,9506205,Semillero,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5840,3,2,112,9,Caimitillo,Caimitillo,2-112-9,49,17,2.084,652828,9506224,Aprovechable,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
5841,3,2,112,10,Quillobordon,Quillobordon,2-112-10,75,17,4.882,652850,9506245,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quillobordon,,,,0.000,,,1
5842,3,2,112,12,Loro caspi,Loro caspi,2-112-12,50,15,1.914,652838,9506428,Semillero,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5843,3,2,112,13,Mari mari,Mari mari,2-112-13,59,16,2.843,652842,9506509,Aprovechable,,,,,,,,,0.000,,,,,,,,,Mari mari,,,,0.000,,,1
5844,3,2,112,14,Panguana,Panguana,2-112-14,63,17,3.445,652843,9506584,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5845,3,2,112,15,Pashaco,Pashaco,2-112-15,62,16,3.140,652849,9506602,Aprovechable,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5846,3,2,112,16,Añuje rumo,Añuje rumo,2-112-16,48,15,1.764,652869,9506616,Semillero,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5847,3,2,112,17,Cachimbo,Cachimbo,2-112-17,84,18,6.484,652847,9506624,Aprovechable,10/17/2023,62,2-112-17,1,cachimbo,0.73,0.72,14.18,5.854,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5848,3,2,112,18,Marupa,Marupa,2-112-18,51,15,1.992,652865,9506661,Semillero,,,,,,,,,0.000,,,,,,,,,Marupa,,,,0.000,,,1
5849,3,2,112,19,Machimango,Machimango,2-112-19,55,14,2.162,652875,9506678,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5850,3,2,112,20,Caimitillo,Caimitillo,2-112-20,49,18,2.206,652854,9506826,Aprovechable,,,,,,,,,0.000,,,,,,,,,Caimitillo,,,,0.000,,,1
5851,3,2,112,21,Añuje rumo,Añuje rumo,2-112-21,50,14,1.787,652851,9506946,Semillero,,,,,,,,,0.000,,,,,,,,,Añuje rumo,,,,0.000,,,1
5852,3,2,112,22,Pashaco,Pashaco,2-112-22,53,13,1.864,652856,9506991,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5853,3,2,112,23,Chontaquiro,Chontaquiro,2-112-23,49,14,1.716,652851,9506996,Aprovechable,,,,,,,,,0.000,,,,,,,,,Chontaquiro,,,,0.000,,,1
5854,3,2,112,24,Machimango,Machimango,2-112-24,50,14,1.787,652840,9506996,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5855,3,2,112,26,Panguana,Panguana,2-112-26,70,14,3.502,652836,9506550,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5856,3,2,113,1,Quillosisa,Quillosisa,2-113-1,74,14,3.914,652906,9506978,Aprovechable,10/18/2023,63,2-113-1,1,quillosisa,0.75,0.57,19.32,6.610,Talado aprovechable,,,,,,,,Quillosisa,,,,0.000,,,1
5857,3,2,113,2,Machimango,Machimango,2-113-2,80,14,4.574,652898,9506924,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5858,3,2,113,3,Añuje rumo,Añuje rumo,2-113-3,55,12,1.853,652881,9506926,Aprovechable,10/18/2023,63,2-113-3,1,Añuje rumo,0.50,0.45,13.20,2.339,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
5859,3,2,113,4,Añuje rumo,Añuje rumo,2-113-4,58,10,1.717,652887,9506739,Aprovechable,10/18/2023,63,2-113-4,1,Añuje rumo,0.54,0.39,11.30,1.919,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
5860,3,2,113,5,Cumala,Cumala,2-113-5,70,12,3.002,652892,9506734,Aprovechable,10/18/2023,63,2-113-5,1,cumala,0.63,0.48,8.30,2.008,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5861,3,2,113,6,Cumala,Cumala,2-113-6,63,11,2.229,652894,9506720,Aprovechable,10/18/2023,63,2-113-6,1,cumala,0.50,0.48,8.30,1.565,Talado aprovechable,,,,,,,,Cumala,,,,0.000,,,1
5862,3,2,113,7,Panguana,Panguana,2-113-7,70,14,3.502,652887,9506707,Aprovechable,,,,,,,,,0.000,,,,,,,,,Panguana,,,,0.000,,,1
5863,3,2,113,8,Palisangre,Palisangre,2-113-8,60,9,1.654,652899,9506706,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5864,3,2,113,10,Machimango,Machimango,2-113-10,67,13,2.979,652918,9506608,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5865,3,2,113,11,Tangarana,Tangarana,2-113-11,60,16,2.941,652885,9506584,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5866,3,2,113,13,Quina quina,Quina quina,2-113-13,70,11,2.752,652899,9506546,Aprovechable,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
5867,3,2,113,15,Pashaco,Pashaco,2-113-15,57,12,1.990,652911,9506361,Semillero,,,,,,,,,0.000,,,,,,,,,Pashaco,,,,0.000,,,1
5868,3,2,113,16,Cachimbo,Cachimbo,2-113-16,69,13,3.160,652886,9506307,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cachimbo,,,,0.000,,,1
5869,3,2,113,17,Moena,Moena,2-113-17,72,10,2.646,652884,9506288,Aprovechable,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5870,3,2,113,18,Palisangre,Palisangre,2-113-18,75,14,4.020,652922,9506190,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5871,3,2,113,19,Tangarana,Tangarana,2-113-19,85,13,4.795,652910,9506169,Aprovechable,,,,,,,,,0.000,,,,,,,,,Tangarana,,,,0.000,,,1
5872,3,2,113,20,Machimango,Machimango,2-113-20,92,16,6.914,652929,9506133,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5873,3,2,113,21,Cumala,Cumala,2-113-21,70,14,3.502,652886,9506528,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5874,3,2,113,23,Casho,Casho,2-113-23,75,14,4.020,652901,9506103,Aprovechable,,,,,,,,,0.000,,,,,,,,,Casho,,,,0.000,,,1
5875,3,2,114,2,Cachimbo,Cachimbo,2-114-2,68,14,3.305,652929,9506893,Aprovechable,10/18/2023,63,2-114-2,1,cachimbo,0.80,0.60,14.80,5.696,Talado aprovechable,,,,,,,,Cachimbo,,,,0.000,,,1
5876,3,2,114,3,Añuje rumo,Añuje rumo,2-114-3,58,12,2.061,652959,9506857,Aprovechable,10/18/2023,63,2-114-3,1,Añuje rumo,0.50,0.45,11.40,2.020,Talado aprovechable,,,,,,,,Añuje rumo,,,,0.000,,,1
5877,3,2,114,4,Cumala,Cumala,2-114-4,54,14,2.084,652935,9506723,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5878,3,2,114,5,Cumala,Cumala,2-114-5,50,12,1.532,652943,9506711,Semillero,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5879,3,2,114,6,Cumala,Cumala,2-114-6,60,14,2.573,652940,9506683,Aprovechable,,,,,,,,,0.000,,,,,,,,,Cumala,,,,0.000,,,1
5880,3,2,114,7,Moena,Moena,2-114-7,50,10,1.276,652976,9506628,Semillero,,,,,,,,,0.000,,,,,,,,,Moena,,,,0.000,,,1
5881,3,2,114,8,Quina quina,Quina quina,2-114-8,60,12,2.205,652939,9506566,Semillero,,,,,,,,,0.000,,,,,,,,,Quina quina,,,,0.000,,,1
5882,3,2,114,9,Loro caspi,Loro caspi,2-114-9,60,14,2.573,652970,9506300,Aprovechable,,,,,,,,,0.000,,,,,,,,,Loro caspi,,,,0.000,,,1
5883,3,2,114,10,Palisangre,Palisangre,2-114-10,53,12,1.721,652929,9506203,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
5884,3,2,114,11,Machimango,Machimango,2-114-11,65,12,2.588,652973,9506168,Aprovechable,,,,,,,,,0.000,,,,,,,,,Machimango,,,,0.000,,,1
5885,3,2,114,12,Palisangre,Palisangre,2-114-12,65,13,2.804,652962,9506124,Aprovechable,,,,,,,,,0.000,,,,,,,,,Palisangre,,,,0.000,,,1
